movieID,title,genres,imdbID,director,cast,runtime,language,rating_imdb,country
1980,Friday the 13th Part VII: The New Blood (1988),Horror,95179,John Carl Buechler,Jennifer Banko|John Otrin|Susan Blu|Lar Park-Lincoln|Terry Kiser,88,English,5.3,United States
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,97388,,,,,,
1982,Halloween (1978),Horror,77651,John Carpenter,Donald Pleasence|Jamie Lee Curtis|Nancy Kyes|P.J. Soles|Charles Cyphers,91,English,7.8,United States
1983,Halloween II (1981),Horror,82495,Rick Rosenthal,Jamie Lee Curtis|Donald Pleasence|Charles Cyphers|Jeffrey Kramer|Lance Guest,92,English,6.5,United States
1985,Halloween 4: The Return of Michael Myers (1988),Horror,95271,,,,,,
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,97474,Dominique Othenin-Girard,Donald Pleasence|Danielle Harris|Ellie Cornell|Beau Starr|Jeffrey Landman,96,English,5.2,United States
1987,Prom Night (1980),Horror,81383,Paul Lynch,Leslie Nielsen|Jamie Lee Curtis|Casey Stevens|Anne-Marie Martin|Antoinette Bower,92,English,5.4,Canada
1988,Hello Mary Lou: Prom Night II (1987),Horror,93176,Bruce Pittman,Michael Ironside|Wendy Lyon|Louis Ferreira|Lisa Schrage|Richard Monette,97,English,5.7,Canada
1989,Prom Night III: The Last Kiss (1989),Horror,98136,Ron Oliver|Peter R. Simpson,Tim Conlon|Cynthia Preston|David Stratton|Courtney Taylor|Dylan Neal,97,English,4.6,Canada
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,105179,Clay Borris,Nicole de Boer|J.H. Wyman|Joy Tanner|Alle Ghadban|Kenneth McGregor,92,English,4.2,Canada
1991,Child's Play (1988),Horror,94862,,,,,,
1992,Child's Play 2 (1990),Horror,99253,,,,,,
1994,Poltergeist (1982),Horror|Thriller,84516,Tobe Hooper,Craig T. Nelson|JoBeth Williams|Beatrice Straight|Dominique Dunne|Oliver Robins,114,English,7.3,United States
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,91778,Brian Gibson,JoBeth Williams|Craig T. Nelson|Heather O'Rourke|Oliver Robins|Zelda Rubinstein,91,English,5.7,United States
1996,Poltergeist III (1988),Horror|Thriller,95889,Gary Sherman,Tom Skerritt|Nancy Allen|Heather O'Rourke|Zelda Rubinstein|Lara Flynn Boyle,98,English,4.7,United States
1997,"Exorcist, The (1973)",Horror,70047,William Friedkin,Ellen Burstyn|Max von Sydow|Lee J. Cobb|Kitty Winn|Jack MacGowran,122,English|Latin|Greek|French|German|Arabic|Kurdish,8.0,United States
1998,Exorcist II: The Heretic (1977),Horror,76009,John Boorman,Linda Blair|Richard Burton|Louise Fletcher|Max von Sydow|Kitty Winn,117,English|French|Spanish,3.8,United States
1999,"Exorcist III, The (1990)",Horror,99528,,,,,,
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,93409,Richard Donner,Mel Gibson|Danny Glover|Gary Busey|Mitchell Ryan|Tom Atkins,109,English,7.6,United States
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,97733,Richard Donner,Mel Gibson|Danny Glover|Joe Pesci|Joss Ackland|Derrick O'Connor,114,English|Afrikaans,7.2,United States
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,104714,Richard Donner,Mel Gibson|Danny Glover|Joe Pesci|Rene Russo|Stuart Wilson,118,English,6.7,United States
2003,Gremlins (1984),Comedy|Horror,87363,Joe Dante,Hoyt Axton|John Louie|Keye Luke|Don Steele|Susan Burgess,106,English|Spanish,7.3,United States
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,99700,Joe Dante,Zach Galligan|Phoebe Cates|John Glover|Robert Prosky|Robert Picardo,106,English,6.4,United States
2005,"Goonies, The (1985)",Adventure|Children's|Fantasy,89218,Richard Donner,Sean Astin|Josh Brolin|Jeff Cohen|Corey Feldman|Kerri Green,114,English|Spanish|Cantonese|Italian,7.8,United States
2006,"Mask of Zorro, The (1998)",Action|Adventure|Romance,120746,Martin Campbell,José María de Tavira|Diego Sieres|Emiliano Guerra|Yolanda Orizaga|Paco Morayta,136,English,6.7,United States|Germany|Mexico
2007,Polish Wedding (1998),Comedy,119910,Theresa Connelly,Claire Danes|Jon Bradford|Lena Olin|Ramsey Krull|Gabriel Byrne,105,English,5.6,United States
2009,Soylent Green (1973),Sci-Fi|Thriller,70723,Richard Fleischer,Charlton Heston|Leigh Taylor-Young|Chuck Connors|Joseph Cotten|Brock Peters,97,English|Spanish,7.1,United States
2011,Back to the Future Part II (1989),Comedy|Sci-Fi,96874,Robert Zemeckis,Michael J. Fox|Christopher Lloyd|Lea Thompson|Thomas F. Wilson|Elisabeth Shue,108,English,7.8,United States
2012,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,99088,Robert Zemeckis,Michael J. Fox|Christopher Lloyd|Mary Steenburgen|Thomas F. Wilson|Lea Thompson,118,English,7.4,United States
2013,"Poseidon Adventure, The (1972)",Action|Adventure,69113,Ronald Neame,Gene Hackman|Ernest Borgnine|Red Buttons|Carol Lynley|Roddy McDowall,117,English|Hebrew,7.1,United States
2014,Freaky Friday (1977),Children's|Comedy,76054,,,,,,
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,78790,Vincent McEveety,Tim Conway|Don Knotts|Tim Matheson|Kenneth Mars|Elyssa Davalos,88,English,6.1,United States
2017,Babes in Toyland (1961),Children's|Fantasy|Musical,54649,,,,,,
2018,Bambi (1942),Animation|Children's,34492,James Algar|Samuel Armstrong|David Hand,Hardie Albright|Stan Alexander|Bobette Audrey|Peter Behn|Thelma Boardman,70,English,7.3,United States
2020,Dangerous Liaisons (1988),Drama|Romance,94947,Stephen Frears,Glenn Close|John Malkovich|Michelle Pfeiffer|Swoosie Kurtz|Keanu Reeves,119,English,7.6,United States|United Kingdom
2021,Dune (1984),Fantasy|Sci-Fi,87182,David Lynch,Francesca Annis|Leonardo Cimino|Brad Dourif|José Ferrer|Linda Hunt,137,English,6.5,United States|Mexico
2022,"Last Temptation of Christ, The (1988)",Drama,95497,Martin Scorsese,Willem Dafoe|Harvey Keitel|Paul Greco|Steve Shill|Verna Bloom,164,English,7.6,Canada|United States
2023,"Godfather: Part III, The (1990)",Action|Crime|Drama,99674,Francis Ford Coppola,Al Pacino|Diane Keaton|Talia Shire|Andy Garcia|Eli Wallach,162,English|Italian|German|Latin,7.6,United States
2024,"Rapture, The (1991)",Drama|Mystery,102757,Michael Tolkin,Mimi Rogers|Darwyn Carson|Patrick Bauchau|Marvin Elkins|David Duchovny,100,English,6.2,United States
2025,Lolita (1997),Drama|Romance,119558,Adrian Lyne,Jeremy Irons|Melanie Griffith|Frank Langella|Dominique Swain|Suzanne Shepherd,137,English,6.9,France|United States
2026,Disturbing Behavior (1998),Horror|Thriller,134619,David Nutter,James Marsden|Katie Holmes|Tobias Mehler|Nick Stahl|Steve Railsback,84,English,5.6,Australia|United States|Canada
2028,Saving Private Ryan (1998),Action|Drama|War,120815,,,,,,
2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,137386,,,,,,
2030,East Palace West Palace (Dong gong xi gong) (1997),Drama,119007,Yuan Zhang,Si Han|Jun Hu|Jing Ye|Wei Zhao,90,Mandarin,6.3,China
2032,"Barefoot Executive, The (1971)",Children's|Comedy,66811,Robert Butler,Kurt Russell|Joe Flynn|Harry Morgan|Wally Cox|Heather North,96,English,6.0,United States
2033,"Black Cauldron, The (1985)",Animation|Children's,88814,Ted Berman|Richard Rich,Grant Bardsley|Susan Sheridan|Freddie Jones|Nigel Hawthorne|Arthur Malet,80,English|Portuguese,6.4,United States|United Kingdom
2034,"Black Hole, The (1979)",Sci-Fi,78869,,,,,,
2035,Blackbeard's Ghost (1968),Children's|Comedy,62737,Robert Stevenson,Peter Ustinov|Dean Jones|Suzanne Pleshette|Elsa Lanchester|Joby Baker,106,English,6.9,United States
2036,Blank Check (1994),Children's|Comedy,109287,,,,,,
2037,Candleshoe (1977),Adventure|Children's|Comedy,75807,Norman Tokar,David Niven|Helen Hayes|Jodie Foster|Leo McKern|Veronica Quilligan,101,English,6.8,United Kingdom|United States
2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,77305,,,,,,
2039,Cheetah (1989),Adventure|Children's,97053,Jeff Blyth,Keith Coogan|Lucy Deakins|Colin Mothupi|Timothy Landfield|Breon Gorman,83,English,6.0,United States
2041,Condorman (1981),Action|Adventure|Children's|Comedy,82199,Charles Jarrott,Michael Crawford|Oliver Reed|Barbara Carrera|James Hampton|Jean-Pierre Kalfon,90,English,5.7,United Kingdom
2042,D2: The Mighty Ducks (1994),Children's|Comedy,109520,Sam Weisman,Emilio Estevez|Kathryn Erbe|Michael Tucker|Jan Rubes|Carsten Norgaard,106,English|Icelandic,6.1,United States
2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,52722,,,,,,
2044,"Devil and Max Devlin, The (1981)",Comedy,82263,Steven Hilliard Stern,Elliott Gould|Bill Cosby|Susan Anspach|Adam Rich|Julie Budd,96,English,5.1,United States
2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance,106868,Mikael Salomon,Reese Witherspoon|Ethan Embry|Jack Thompson|Sarel Bok|Robert John Burke,100,English,6.6,United States|United Kingdom
2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,91059,Randal Kleiser,Joey Cramer|Paul Reubens|Cliff De Young|Veronica Cartwright|Sarah Jessica Parker,90,English,6.9,United States
2047,"Gnome-Mobile, The (1967)",Children's,61715,Robert Stevenson,Walter Brennan|Matthew Garber|Karen Dotrice|Richard Deacon|Tom Lowell,84,English,6.5,United States
2048,"Great Mouse Detective, The (1986)",Animation|Children's,91149,,,,,,
2049,"Happiest Millionaire, The (1967)",Comedy|Musical,61749,Norman Tokar,Fred MacMurray|Greer Garson|Gladys Cooper|Geraldine Page|Tommy Steele,141,English,6.9,United States
2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,80861,Vincent McEveety,Cloris Leachman|Charles Martin Smith|John Vernon|Stephen W. Burns|Elyssa Davalos,100,English|Spanish,4.9,United States
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,76137,,,,,,
2052,Hocus Pocus (1993),Children's|Comedy,107120,,,,,,
2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,104437,,,,,,
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,97523,Joe Johnston,Rick Moranis|Matt Frewer|Marcia Strassman|Kristine Sutherland|Thomas Wilson Brown,93,English,6.3,United States|Mexico
2055,Hot Lead and Cold Feet (1978),Comedy|Western,77698,Robert Butler,Jim Dale|Karen Valentine|Don Knotts|Jack Elam|Darren McGavin,90,English,6.2,United States
2056,In Search of the Castaways (1962),Adventure|Children's,56095,Robert Stevenson,Maurice Chevalier|Hayley Mills|George Sanders|Wilfrid Hyde-White|Michael Anderson Jr.,98,English|French,6.6,United States
2057,"Incredible Journey, The (1963)",Adventure|Children's,57180,Fletcher Markle,Émile Genest|John Drainie|Tommy Tweed|Sandra Scott|Syme Jago,80,English,7.1,Canada|United States
2058,"Negotiator, The (1998)",Action|Thriller,120768,F. Gary Gray,Samuel L. Jackson|Kevin Spacey|David Morse|Ron Rifkin|John Spencer,140,English,7.3,Germany|United States
2059,"Parent Trap, The (1998)",Children's|Drama,120783,,,,,,
2060,BASEketball (1998),Comedy,131857,David Zucker,Trey Parker|Matt Stone|Dian Bachar|Yasmine Bleeth|Jenny McCarthy,103,English,6.5,United States
2061,Full Tilt Boogie (1997),Documentary,119165,Sarah Kelly,Rick Stribling|Ken Bondy|Amy Minda Cohen|Elizabeth Avellan|Dieter Busch,97,English,6.6,United States
2062,"Governess, The (1998)",Drama|Romance,120687,Sandra Goldbacher,Minnie Driver|Tom Wilkinson|Florence Hoath|Jonathan Rhys Meyers|Harriet Walter,115,English,6.3,United Kingdom
2064,Roger & Me (1989),Comedy|Documentary,98213,,,,,,
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,89853,Woody Allen,Mia Farrow|Jeff Daniels|Danny Aiello|Irving Metzman|Stephanie Farrow,82,English,7.7,United States
2066,Out of the Past (1947),Film-Noir,39689,Jacques Tourneur,Robert Mitchum|Jane Greer|Kirk Douglas|Rhonda Fleming|Richard Webb,97,English|American Sign Language,8.0,United States
2067,Doctor Zhivago (1965),Drama|Romance|War,59113,David Lean,Omar Sharif|Julie Christie|Geraldine Chaplin|Rod Steiger|Alec Guinness,197,English|Russian|French,8.0,United States|Italy|United Kingdom|Liechtenstein
2069,"Trip to Bountiful, The (1985)",Drama,90203,,,,,,
2070,Tender Mercies (1983),Drama,86423,Bruce Beresford,Robert Duvall|Tess Harper|Betty Buckley|Wilford Brimley|Ellen Barkin,92,English,7.4,United States
2071,And the Band Played On (1993),Drama,106273,Roger Spottiswoode,Matthew Modine|Alan Alda|Patrick Bauchau|Nathalie Baye|Christian Clemenson,141,English|French|Danish,7.8,United States
2072,"'burbs, The (1989)",Comedy,96734,Joe Dante,Tom Hanks|Bruce Dern|Carrie Fisher|Rick Ducommun|Corey Feldman,102,English,6.9,United States
2073,Fandango (1985),Comedy,89126,Kevin Reynolds,Kevin Costner|Judd Nelson|Sam Robards|Chuck Bush|Brian Cesak,91,English,6.8,United States
2075,Mephisto (1981),Drama|War,82736,István Szabó,Klaus Maria Brandauer|Krystyna Janda|Ildikó Bánsági|Rolf Hoppe|György Cserhalmi,144,Hungarian|German|English,7.8,West Germany|Hungary|Austria
2076,Blue Velvet (1986),Drama|Mystery,90756,David Lynch,Isabella Rossellini|Kyle MacLachlan|Dennis Hopper|Laura Dern|Hope Lange,120,English,7.8,United States
2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,89385,Jeremy Kagan,Meredith Salenger|John Cusack|Ray Wise|Lainie Kazan|Scatman Crothers,101,English,7.0,United States
2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,61852,,,,,,
2079,Kidnapped (1960),Children's|Drama,53994,,,,,,
2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,48280,Clyde Geronimi|Wilfred Jackson|Hamilton Luske,Peggy Lee|Larry Roberts|Bill Baucom|Verna Felton|George Givot,76,English,7.3,United States
2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,97757,,,,,,
2082,"Mighty Ducks, The (1992)",Children's|Comedy,104868,Stephen Herek,Emilio Estevez|Joss Ackland|Lane Smith|Heidi Kling|Josef Sommer,100,English,6.5,United States
2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,104940,,,,,,
2084,Newsies (1992),Children's|Musical,104990,Kenny Ortega,Christian Bale|David Moscow|Luke Edwards|Max Casella|Gabriel Damon,121,English,7.0,United States
2086,One Magic Christmas (1985),Drama|Fantasy,89731,,,,,,
2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,46183,Clyde Geronimi|Wilfred Jackson|Hamilton Luske,Bobby Driscoll|Kathryn Beaumont|Hans Conried|Bill Thompson|Heather Angel,77,English|American Sign Language,7.3,United States
2088,Popeye (1980),Adventure|Comedy|Musical,81353,Robert Altman,Robin Williams|Shelley Duvall|Ray Walston|Paul Dooley|Paul L. Smith,114,English,5.2,United States
2089,"Rescuers Down Under, The (1990)",Animation|Children's,100477,,,,,,
2090,"Rescuers, The (1977)",Animation|Children's,76618,,,,,,
2091,Return from Witch Mountain (1978),Children's|Sci-Fi,78158,John Hough,Bette Davis|Christopher Lee|Kim Richards|Ike Eisenmann|Jack Soo,95,English,5.9,United States
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,89908,,,,,,
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,102803,Joe Johnston,Billy Campbell|Jennifer Connelly|Alan Arkin|Timothy Dalton|Paul Sorvino,108,English|German,6.4,United States
2095,"Shaggy D.A., The (1976)",Children's|Comedy,75200,Robert Stevenson,Dean Jones|Tim Conway|Suzanne Pleshette|Keenan Wynn|Jo Anne Worley,91,English,5.9,United States
2096,Sleeping Beauty (1959),Animation|Children's|Musical,53285,Clyde Geronimi,Mary Costa|Bill Shirley|Eleanor Audley|Verna Felton|Barbara Luddy,75,English,7.2,United States
2097,Something Wicked This Way Comes (1983),Children's|Horror,86336,Jack Clayton,Jason Robards|Jonathan Pryce|Diane Ladd|Royal Dano|Vidal Peterson,95,English,6.8,United States
2098,Son of Flubber (1963),Children's|Comedy,57518,Robert Stevenson,Fred MacMurray|Nancy Olson|Keenan Wynn|Tommy Kirk|Ed Wynn,100,English,6.1,United States
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,38969,Harve Foster|Wilfred Jackson,Ruth Warrick|Bobby Driscoll|James Baskett|Luana Patten|Lucile Watson,94,English,7.1,United States
2100,Splash (1984),Comedy|Fantasy|Romance,88161,Ron Howard,Tom Hanks|Daryl Hannah|Eugene Levy|John Candy|Dody Goodman,111,English|Swedish,6.2,United States
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,111271,Xavier Koller,Adam Beach|Sheldon Peters Wolfchild|Irene Bedard|Eric Schweig|Leroy Peltier,102,English,6.0,United States|Canada
2104,Tex (1982),Drama,84783,Tim Hunter,Matt Dillon|Jim Metzler|Meg Tilly|Bill McKinney|Frances Lee McCain,103,English,6.5,United States
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,84827,,,,,,
2106,Swing Kids (1993),Drama|War,108265,,,,,,
2108,L.A. Story (1991),Comedy|Romance,102250,,,,,,
2109,"Jerk, The (1979)",Comedy,79367,Carl Reiner,Steve Martin|Bernadette Peters|Catlin Adams|Mabel King|Richard Ward,94,English,7.2,United States
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,83798,Carl Reiner,Steve Martin|Rachel Ward|Alan Ladd|Carl Reiner|Barbara Stanwyck,88,English,6.9,United States
2111,"Man with Two Brains, The (1983)",Comedy,85894,Carl Reiner,Steve Martin|Kathleen Turner|David Warner|Paul Benedict|Richard Brestoff,93,English,6.4,United States
2112,Grand Canyon (1991),Crime|Drama,101969,Lawrence Kasdan,Danny Glover|Kevin Kline|Steve Martin|Mary McDonnell|Mary-Louise Parker,134,English|Spanish,6.9,United States
2114,"Outsiders, The (1983)",Drama,86066,Francis Ford Coppola,C. Thomas Howell|Matt Dillon|Ralph Macchio|Patrick Swayze|Rob Lowe,91,English,7.1,United States|France
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,87469,Steven Spielberg,Harrison Ford|Kate Capshaw|Ke Huy Quan|Amrish Puri|Roshan Seth,118,English|Sinhalese|Hindi,7.6,United States
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,77869,,,,,,
2118,"Dead Zone, The (1983)",Horror|Thriller,85407,David Cronenberg,Christopher Walken|Brooke Adams|Tom Skerritt|Herbert Lom|Anthony Zerbe,103,English|Russian,7.2,Canada
2119,Maximum Overdrive (1986),Horror,91499,,,,,,
2120,Needful Things (1993),Drama|Horror,107665,Fraser C. Heston,Max von Sydow|Ed Harris|Bonnie Bedelia|Amanda Plummer|J.T. Walsh,120,English,6.3,United States
2121,Cujo (1983),Horror|Thriller,85382,Lewis Teague,Dee Wallace|Danny Pintauro|Daniel Hugh Kelly|Christopher Stone|Ed Lauter,93,English,6.1,United States
2122,Children of the Corn (1984),Horror|Thriller,87050,Fritz Kiersch,Peter Horton|Linda Hamilton|R.G. Armstrong|John Franklin|Courtney Gains,92,English,5.7,United States
2123,All Dogs Go to Heaven (1989),Animation|Children's,96787,,,,,,
2124,"Addams Family, The (1991)",Comedy,101272,Barry Sonnenfeld,Anjelica Huston|Raul Julia|Christopher Lloyd|Dan Hedaya|Elizabeth Wilson,99,English|Italian|French,6.9,United States
2125,Ever After: A Cinderella Story (1998),Drama|Romance,120631,Andy Tennant,Drew Barrymore|Anjelica Huston|Dougray Scott|Patrick Godfrey|Megan Dodds,121,English,7.0,United States
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,120832,Brian De Palma,Nicolas Cage|Gary Sinise|John Heard|Carla Gugino|Stan Shaw,98,English,6.0,United States|Canada
2127,"First Love, Last Rites (1997)",Drama|Romance,128214,Jesse Peretz,Natasha Gregson Wagner|Giovanni Ribisi|Robert John Burke|Jeannetta Arnette|Donal Logue,94,English,5.2,United States
2128,Safe Men (1998),Comedy,120813,,,,,,
2130,Atlantic City (1980),Crime|Drama|Romance,80388,Louis Malle,Burt Lancaster|Susan Sarandon|Kate Reid|Michel Piccoli|Hollis McLaren,104,English|French,7.3,France|Canada|United States
2132,Who's Afraid of Virginia Woolf? (1966),Drama,61184,Mike Nichols,Elizabeth Taylor|Richard Burton|George Segal|Sandy Dennis|Agnes Flanagan,131,English|Latin|Spanish,8.0,United States
2133,Adventures in Babysitting (1987),Adventure|Comedy,92513,,,,,,
2134,Weird Science (1985),Comedy,90305,John Hughes,Anthony Michael Hall|Kelly LeBrock|Ilan Mitchell-Smith|Bill Paxton|Suzanne Snyder,94,English,6.6,United States
2135,Doctor Dolittle (1967),Adventure|Musical,61584,,,,,,
2136,"Nutty Professor, The (1963)",Comedy,57372,,,,,,
2137,Charlotte's Web (1973),Animation|Children's,70016,Charles A. Nichols|Iwao Takamoto,Debbie Reynolds|Paul Lynde|Henry Gibson|Rex Allen|Martha Scott,94,English,6.9,United States
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,78480,Martin Rosen,John Hurt|Richard Briers|Michael Graham Cox|John Bennett|Ralph Richardson,91,English,7.6,United Kingdom
2139,"Secret of NIMH, The (1982)",Animation|Children's,84649,Don Bluth,Derek Jacobi|Elizabeth Hartman|Arthur Malet|Dom DeLuise|Hermione Baddeley,82,English,7.6,United States
2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,83791,,,,,,
2141,"American Tail, An (1986)",Animation|Children's|Comedy,90633,Don Bluth,Erica Yohn|Nehemiah Persoff|Amy Green|Phillip Glasser|Christopher Plummer,80,English,6.9,United States
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,101329,,,,,,
2143,Legend (1985),Adventure|Fantasy|Romance,89469,,,,,,
2144,Sixteen Candles (1984),Comedy,88128,John Hughes,Molly Ringwald|Justin Henry|Michael Schoeffling|Haviland Morris|Gedde Watanabe,93,English,7.1,United States
2145,Pretty in Pink (1986),Comedy|Drama|Romance,91790,Howard Deutch,Molly Ringwald|Harry Dean Stanton|Jon Cryer|Annie Potts|James Spader,97,English,6.8,United States
2146,St. Elmo's Fire (1985),Drama|Romance,90060,Joel Schumacher,Emilio Estevez|Rob Lowe|Andrew McCarthy|Demi Moore|Judd Nelson,110,English,6.4,United States
2147,"Clan of the Cave Bear, The (1986)",Drama,90848,Michael Chapman,Daryl Hannah|Pamela Reed|James Remar|Thomas G. Waites|John Doolittle,98,English,5.4,United States
2148,House (1986),Comedy|Horror,91223,Steve Miner,William Katt|George Wendt|Richard Moll|Kay Lenz|Mary Stavin,93,English,6.2,United States
2149,House II: The Second Story (1987),Comedy|Horror,93220,Ethan Wiley,Arye Gross|Jonathan Stark|Royal Dano|Bill Maher|John Ratzenberger,88,English,5.4,United States
2150,"Gods Must Be Crazy, The (1980)",Comedy,80801,Jamie Uys,Marius Weyers|Sandra Prinsloo|N!xau|Louw Verwey|Michael Thys,109,English|Afrikaans|Ungwatsi,7.3,South Africa|Botswana
2151,"Gods Must Be Crazy II, The (1989)",Comedy,97443,Jamie Uys,N!xau|Lena Farugia|Hans Strydom|Eiros|Nadies,98,Afrikaans|English|Ungwatsi,6.9,South Africa|Botswana
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,140796,Richard Martin,Tim Conway|Dick Martin|Kevin Zegers|Cynthia Stevenson|Gregory Harrison,90,English,4.5,United States|Canada
2153,"Avengers, The (1998)",Action|Adventure,118661,Jeremiah S. Chechik,Ralph Fiennes|Uma Thurman|Sean Connery|Patrick Macnee|Jim Broadbent,89,English,3.8,United States
2154,How Stella Got Her Groove Back (1998),Drama|Romance,120703,Kevin Rodney Sullivan,Angela Bassett|Taye Diggs|Whoopi Goldberg|Regina King|Suzzanne Douglas,124,English,5.7,United States
2155,"Slums of Beverly Hills, The (1998)",Comedy,120831,Tamara Jenkins,Natasha Lyonne|Alan Arkin|Bryna Weiss|Marisa Tomei|Charlotte Stewart,91,English,6.6,United States
2160,Rosemary's Baby (1968),Horror|Thriller,63522,,,,,,
2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,88323,,,,,,
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,100240,George Miller,Jonathan Brandis|Kenny Morrison|Clarissa Burt|John Wesley Shipp|Martin Umbach,90,English,5.2,Germany
2164,Surf Nazis Must Die (1987),Drama,94077,Peter George,Gail Neely|Robert Harden|Barry Brenner|Dawn Wildsmith|Michael Sonye,83,English,3.7,United States
2165,Your Friends and Neighbors (1998),Drama,119517,Neil LaBute,Amy Brenneman|Aaron Eckhart|Catherine Keener|Nastassja Kinski|Jason Patric,100,English,6.3,United States
2166,Return to Paradise (1998),Drama|Romance,124595,,,,,,
2167,Blade (1998),Action|Adventure|Horror,120611,Stephen Norrington,Wesley Snipes|Stephen Dorff|Kris Kristofferson|N'Bushe Wright|Donal Logue,120,English|Russian|Serbian,7.1,United States
2168,Dance with Me (1998),Drama|Romance,120576,Randa Haines,Vanessa Williams|Chayanne|Kris Kristofferson|Joan Plowright|Jane Krakowski,126,English,5.8,United States
2169,Dead Man on Campus (1998),Comedy,118301,Alan Cohn,Tom Everett Scott|Mark-Paul Gosselaar|Poppy Montgomery|Lochlyn Munro|Randy Pearlstein,96,English,6.1,United States
2170,Wrongfully Accused (1998),Action|Comedy,120901,Pat Proft,Leslie Nielsen|Richard Crenna|Kelly LeBrock|Melinda McGraw|Michael York,87,English,6.2,Germany|United States
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,120692,Sarah Kernochan,Kirsten Dunst|Gaby Hoffmann|Lynn Redgrave|Rachael Leigh Cook|Tom Guiry,97,English,6.7,Italy|Canada|United States
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,95709,,,,,,
2174,Beetlejuice (1988),Comedy|Fantasy,94721,,,,,,
2176,Rope (1948),Thriller,40746,Alfred Hitchcock,Dick Hogan|John Dall|Farley Granger|Edith Evanson|Douglas Dick,80,English,8.0,United States
2177,Family Plot (1976),Comedy|Thriller,74512,Alfred Hitchcock,Karen Black|Bruce Dern|Barbara Harris|William Devane|Ed Lauter,120,English,6.8,United States
2178,Frenzy (1972),Thriller,68611,Alfred Hitchcock,Jon Finch|Barry Foster|Barbara Leigh-Hunt|Anna Massey|Alec McCowen,116,English,7.4,United Kingdom
2179,Topaz (1969),Thriller,65112,Alfred Hitchcock,Frederick Stafford|Dany Robin|John Vernon|Karin Dor|Michel Piccoli,143,English|Spanish|French|Russian,6.3,United States
2180,Torn Curtain (1966),Thriller,61107,Alfred Hitchcock,Paul Newman|Julie Andrews|Lila Kedrova|Hansjörg Felmy|Tamara Toumanova,128,English|German|Swedish|Norwegian,6.7,United States
2181,Marnie (1964),Thriller,58329,Alfred Hitchcock,Tippi Hedren|Martin Gabel|Sean Connery|Louise Latham|Diane Baker,130,English,7.2,United States
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,51207,,,,,,
2183,"Man Who Knew Too Much, The (1956)",Thriller,49470,Alfred Hitchcock,James Stewart|Doris Day|Brenda de Banzie|Bernard Miles|Ralph Truman,120,English|Arabic|French,7.5,United States
